"Timestamp","Latitude","Longitude","Accuracy","Location Name","Retrieved from","Username","Context"
"2016-11-09 01:49:34 +0000","40.780709","-73.9685415","low","Manhattan","twitter","IngridAdriana","I am feeling ill. I need this election to show we're a nation of hope and diversity. Ugh. This is going to be a long night. #ImWithHer"
"2016-11-09 01:49:34 +0000","40.780709","-73.9685415","low","Manhattan","twitter","randi_berg","@llaurenmorrris I love and miss you too, friend ♡"
"2016-11-09 01:49:32 +0000","40.78694444","-73.97527778","high","Manhattan","twitter","JasenKaplan","#Unfiltered #Sake #Unfiltered #Photo w/ @laurenatkiehls on #election2016 @ Upper West Side https://t.co/VqM1AilikL"
"2016-11-09 01:49:29 +0000","40.7599411","-73.9709473","high","Manhattan","twitter","frannromanoo","#godblesstheusa🇺🇸 @ Donald Trump Has My Support https://t.co/JinRFwFCLU"
"2016-11-09 01:49:29 +0000","40.780709","-73.9685415","low","Manhattan","twitter","MattNegrin","Celebrities spotted at Trump's party so far: @Griffin"
"2016-11-09 01:49:24 +0000","40.780709","-73.9685415","low","Manhattan","twitter","_jstacey","@Essence are you sure about this?  https://t.co/sbE3aHNBsq"
"2016-11-09 01:49:24 +0000","40.780709","-73.9685415","low","Manhattan","twitter","soverykerri","I just want a hug from michelle obama"
"2016-11-09 01:49:24 +0000","40.77183187","-73.93009186","high","Queens","twitter","elyaqimnyc","Depressingly watching our nation die from the vantage point of Lee’s place in Astoria. (@ Astoria, NY) https://t.co/ANxhsHtqu2"
"2016-11-09 01:49:21 +0000","40.780709","-73.9685415","low","Manhattan","twitter","MarthaDreiling","Given how crazy this election has been it will be fitting if HRC wins OH and NC but loses VA and FL. #electionnight #NorthIsSouth"
"2016-11-09 01:49:20 +0000","40.74900325","-73.98559478","high","Manhattan","twitter","loxycreative","We're watching our neighbours election to the south with anticipation! 🇺🇸🗽 Photo by… https://t.co/O1WFc3WcsT"
"2016-11-09 01:49:20 +0000","40.780709","-73.9685415","low","Manhattan","twitter","svershbow","I just shoved 6 tacos in my mouth: an election night story. #ElectionNight"
"2016-11-09 01:49:20 +0000","40.780709","-73.9685415","low","Manhattan","twitter","raymondbraun","Come on, Ohio. Please pull through. 

#ElectionNight"
"2016-11-09 01:49:18 +0000","40.780709","-73.9685415","low","Manhattan","twitter","CamiHabla","I don't think that baker was a Trump supporter https://t.co/kNfDh1sMYF"
"2016-11-09 01:49:17 +0000","40.780709","-73.9685415","low","Manhattan","twitter","tearsoakedtrash","i did not ask to have my room taken over by obnoxious """"liberal"""" white boys as i watch the season finale of america................"
"2016-11-09 01:49:15 +0000","40.780709","-73.9685415","low","Manhattan","twitter","xDrugFaerie","Sometimes you need to embrace what you're afraid of. https://t.co/BkVq10tfrs"
"2016-11-09 01:49:13 +0000","40.780709","-73.9685415","low","Manhattan","twitter","Victor_TDK","omg https://t.co/8PVf46MhXj"
"2016-11-09 01:49:12 +0000","40.780709","-73.9685415","low","Manhattan","twitter","bridgetrchavez","Trayvon Martin's mom takes the stage at Hillary's election night #NHDIA @DemocracyAction"
"2016-11-09 01:49:10 +0000","40.780709","-73.9685415","low","Manhattan","twitter","o_ema","@Priyasideas I'm pacing myself."
"2016-11-09 01:49:10 +0000","40.780709","-73.9685415","low","Manhattan","twitter","rob_bennett","Well, thanks very much! https://t.co/iBjgX0sBWn"
"2016-11-09 01:49:09 +0000","40.780709","-73.9685415","low","Manhattan","twitter","UrbanAchievr","@jpodhoretz Only 13% of Broward has reported so far."
"2016-11-09 01:49:06 +0000","40.780709","-73.9685415","low","Manhattan","twitter","jessherbst","I might have to give up my Florida license after this election...#ImWithHer #ElectionNight https://t.co/ScnKo7E0bE"
"2016-11-09 01:49:06 +0000","40.780709","-73.9685415","low","Manhattan","twitter","NoahHurowitz","A Muslim woman argues with a trump supporter up the street from the Hilton https://t.co/6LY1boRMUM"
"2016-11-09 01:49:04 +0000","40.780709","-73.9685415","low","Manhattan","twitter","vannakasten","Y'all wanna cry about how Trump doesn't respect woman when half of you don't even respect yourselves...sheesh."
"2016-11-09 01:49:03 +0000","40.780709","-73.9685415","low","Manhattan","twitter","AnshuChhibber","Damn! Florida looking bad."
"2016-11-09 01:49:00 +0000","40.780709","-73.9685415","low","Manhattan","twitter","AlejandraNorth","@ComfortablySmug now just rewind to me belting Pat Benatar in my front lawn with a magenta glove and tutu"
"2016-11-09 01:48:59 +0000","40.780709","-73.9685415","low","Manhattan","twitter","RebekkahDooley","Me when I get an invite to an event 

*is there food? If there's food i'm down*"
"2016-11-09 01:48:59 +0000","40.780709","-73.9685415","low","Manhattan","twitter","mayarajamani",""In a few hours we will have a new president named Hillary Rodham Clinton," Garner's mom says. "She felt our pain and she understood.""
"2016-11-09 01:48:56 +0000","40.780709","-73.9685415","low","Manhattan","twitter","catajack","@ivordonez @osodeplatino *es generacional*."
"2016-11-09 01:48:56 +0000","40.780709","-73.9685415","low","Manhattan","twitter","SFGiantsTorture","@BusterPosey @bcraw35 @JoePanik sooooo gold #MLB #GoldGlove"
"2016-11-09 01:48:55 +0000","40.780709","-73.9685415","low","Manhattan","twitter","nathwice","Don't be 2004"
"2016-11-09 01:48:54 +0000","40.780709","-73.9685415","low","Manhattan","twitter","HoracioAtHome","Thank you @C_Arreola!
Let's sing farewell to this election, we're so ready to leave it behind.
https://t.co/HSTMWdfdpx"
"2016-11-09 01:48:53 +0000","40.780709","-73.9685415","low","Manhattan","twitter","kiiixfish","@Seamless_Care i'm literally dying the pizza isn't here"
"2016-11-09 01:48:53 +0000","40.780709","-73.9685415","low","Manhattan","twitter","ErinODonnell_jo","Lots of happy supporters at the open bar here at Trump HQ #BUVote16 https://t.co/19SG16lfk7"
"2016-11-09 01:48:53 +0000","40.780709","-73.9685415","low","Manhattan","twitter","BigCityLilBlog","My anxiety is through the roof. Can we just keep the Obamas tho?? @POTUS @FLOTUS I miss you already. https://t.co/GhMweEcFL2"
"2016-11-09 01:48:52 +0000","40.780709","-73.9685415","low","Manhattan","twitter","laurenpate","@amanixyasin That's behind my school! Awesome quote"
"2016-11-09 01:48:50 +0000","40.780709","-73.9685415","low","Manhattan","twitter","devinkick","Director of wasting time? https://t.co/lMJ3PlvBTX"
"2016-11-09 01:48:48 +0000","40.780709","-73.9685415","low","Manhattan","twitter","gallegom","Los repub retienen control de la Cámara Baja. En el mejor de los casos @HillaryClinton gobernará con un Congreso dividido #ElectionNight"
"2016-11-09 01:48:46 +0000","40.780709","-73.9685415","low","Manhattan","twitter","EdenSutley","Drink every time @CNN has a Key Race Alert. JESUS. #ElectionNight"
"2016-11-09 01:48:46 +0000","40.780709","-73.9685415","low","Manhattan","twitter","mvrkthebeast","I'm terrified 2k16"
"2016-11-09 01:48:46 +0000","40.7517973556","-73.9787358321","low","Stout","twitter","enomaowens","With some of the @WomenWerk ladies at our #ElectionNight watch party! https://t.co/SLFHdTJajL"
"2016-11-09 01:48:44 +0000","40.780709","-73.9685415","low","Manhattan","twitter","Dieyou9","S/O to @KithSet 🔱 https://t.co/wszY8ssKj2"
"2016-11-09 01:48:43 +0000","40.780709","-73.9685415","low","Manhattan","twitter","EGuedel","@CyrilleLachevre dans les États clés oui, en Floride... mais Clinton devrait l'emporter avec le réservoir restant à Miami"
"2016-11-09 01:48:43 +0000","40.780709","-73.9685415","low","Manhattan","twitter","Tamaraaa_xoxo","😩 what is happening right now?!?"
"2016-11-09 01:48:43 +0000","40.780709","-73.9685415","low","Manhattan","twitter","carisbrook5","@MaanNewsAgency @rulajebreal @lsarsour @RaniaKhalek @AbbyMartin"
"2016-11-09 01:48:42 +0000","40.780709","-73.9685415","low","Manhattan","twitter","mmobley","How cool does the @EmpireStateBldg look tonight?! 🇺🇸🎉 https://t.co/MMCB5stsWx"
"2016-11-09 01:48:41 +0000","40.780709","-73.9685415","low","Manhattan","twitter","ArmidaValdes","#PantSuitPower #GirlPower https://t.co/F9NgeOZDO4"
